device_id,mpn,role,scope,quantity_per_device,unit_price_quantity_100_usd,effective_unit_price_usd,line_burden_per_device_usd,share_of_planning_base_pct,cumulative_planning_base_pct,line_burden_basis,quantity_procurement_target,planning_procurement_line_usd,quantity_ten_devices,planning_ten_devices_line_usd,quantity_historical_capture,historical_capture_displayed_line_usd,historical_capture_route,jlcpcb_part,quantity_100_batch_line_usd,cost_gate
panasonic_erj_2rkf22r0x,Panasonic ERJ-2RKF22R0X,"c5_service_usb_dm_series, c5_service_usb_dp_series, cc_band_v1_series, cc_band_v2_series, cc_csn_series, cc_gdo0_series, cc_gdo2_series, cc_sclk_series, cc_si_series, cc_so_series, headphone_l_series, headphone_r_series, nrf0_ce_series, nrf0_csn_series, nrf0_irq_series, nrf0_miso_series, nrf0_mosi_series, nrf0_sck_series, nrf1_ce_series, nrf1_csn_series, nrf1_irq_series, nrf1_miso_series, nrf1_mosi_series, nrf1_sck_series, nrf2_ce_series, nrf2_csn_series, nrf2_irq_series, nrf2_miso_series, nrf2_mosi_series, nrf2_sck_series, product_usb_dm_series, product_usb_dp_series, sd_cmd_series, sd_cs_series, sd_miso_series, sd_sck_series, u214_series_busy, u214_series_gps_rx, u214_series_gps_tx, u214_series_irq, u214_series_miso, u214_series_mosi, u214_series_nss, u214_series_rst, u214_series_sck",base_product,45,0.0155,0.0155,0.6975,0.256,92.329,quantity-100,45,0.6975,450,6.975,225,2.5145,in_stock,C413049,69.75,
tdk_b57332v5103f360,TDK B57332V5103F360,"charger_ts_ntc, pack_ntc0, pack_ntc1, power_zone_ntc, rf_zone_ntc, ui_zone_ntc",base_product,6,0.1157,0.11569999999999998,0.6941999999999999,0.254,92.584,quantity-100,6,0.6941999999999999,60,6.941999999999999,30,3.1008,in_stock,C209893,69.41999999999999,
ti_sn74lvc2g08_dcur,Texas Instruments SN74LVC2G08DCUR,"audio_safe_gate, ext_branch_gate, voice_pd_gate",base_product,3,0.2296,0.2296,0.6888,0.252,92.836,quantity-100,3,0.6888,30,6.888,15,4.215,in_stock,C91875,68.88,
ti_tps629203_drlr,Texas Instruments TPS629203DRLR,aon_buck,base_product,1,0.6192,0.6192,0.6192,0.227,93.063,quantity-100,1,0.6192,10,6.192,5,3.8655,in_stock,C5219295,61.919999999999995,
ti_tps2553drvr_1,Texas Instruments TPS2553DRVR-1,backlight_efuse,base_product,1,0.6093,0.6093,0.6093,0.223,93.286,quantity-100,1,0.6093,10,6.093,5,1.665,in_stock,C411878,60.92999999999999,
liteon_ltst_c190krkt,LTST-C190KRKT,"c5_tx_led, cc_tx_led, ext_tx_led, ir_tx_led, nrf0_tx_led, nrf1_tx_led, nrf2_tx_led, s3_tx_led, voice_tx_led",base_product,9,0.0675,0.0675,0.6075,0.223,93.509,quantity-100,9,0.6075,90,6.075,45,1.2375,in_stock,C94869,60.75000000000001,
hirose_fh34srj_50s_0_5sh_50,Hirose FH34SRJ-50S-0.5SH(50),display_panel_connector,base_product,1,0.5832,0.5832,0.5832,0.214,93.722,quantity-100,1,0.5832,10,5.832000000000001,5,2.9160000000000004,in_stock,C3169104,58.32000000000001,
sunlord_mwsa0503s_2r2mt,Sunlord MWSA0503S-2R2MT,charger_inductor,base_product,1,0.5751,0.5751,0.5751,0.211,93.933,quantity-100,1,0.5751,10,5.7509999999999994,5,1.1767,in_stock,C408408,57.50999999999999,
sunlord_mwsa0503s_4r7mt,Sunlord MWSA0503S-4R7MT,ext_inductor,base_product,1,0.5751,0.5751,0.5751,0.211,94.144,quantity-100,1,0.5751,10,5.7509999999999994,5,1.2677,in_stock,C408410,57.50999999999999,
vishay_vemd1060x01,VEMD1060X01,det_ir,base_product,1,0.5371,0.5371,0.5371,0.197,94.34,quantity-100,1,0.5371,10,5.371,5,4.807,in_stock,C144925,53.71,
diodes_2n7002dw_7_f,Diodes Incorporated 2N7002DW-7-F,"pack_hold, pack_status_buffer, safe_reset_sink_a, safe_reset_sink_b",base_product,4,0.1277,0.1277,0.5108,0.187,94.527,quantity-100,4,0.5108,40,5.1080000000000005,20,9.0012,pre_order,C83571,51.080000000000005,
ti_sn74lvc1g07_dckr,SN74LVC1G07DCKR,"ext_evidence_buffer, receiver_irq_iso, safe_c5_fault_reset_buffer, safe_run_fault_iso, safety_fault_request_iso, safety_s3_reset_iso, slow_io_fault_sense_iso, slow_io_s3_evidence_iso, touch_irq_buffer, voice_hl_driver",base_product,10,0.0509,0.0509,0.509,0.186,94.714,quantity-100,10,0.509,100,5.09,50,,not_matched,,50.9,
vishay_vsmy14940,Vishay VSMY14940,ir_emitter,base_product,1,0.5035,0.5035,0.5035,0.184,94.898,quantity-100,1,0.5035,10,5.034999999999999,5,3.8895,in_stock,C511069,50.349999999999994,
ti_tps25961_drvr,Texas Instruments TPS25961DRVR,aon_efuse,base_product,1,0.4513,0.4513,0.4513,0.165,95.064,quantity-100,1,0.4513,10,4.513,5,9.004,pre_order,C5571272,45.129999999999995,
ti_tvs2200_drvr,Texas Instruments TVS2200DRVR,pd_vbus_tvs,base_product,1,0.4493,0.4493,0.4493,0.165,95.228,quantity-100,1,0.4493,10,4.492999999999999,5,2.315,in_stock,C523793,44.93,
tdk_cga5l1x7r1e475k160ac,TDK CGA5L1X7R1E475K160AC,"aon_input_cap, charger_regn_cap, pd_vbus_cap",base_product,3,0.1419,0.1419,0.42569999999999997,0.156,95.384,quantity-100,3,0.42569999999999997,30,4.257,15,8.9787,pre_order,C2170392,42.56999999999999,
ti_sn74lvc08a_pwr,SN74LVC08APWR,"safe_gate_a, safe_gate_b",base_product,2,0.2127,0.2127,0.4254,0.156,95.54,quantity-100,2,0.4254,20,4.254,10,4.1107,in_stock,C465737,42.54,
infineon_bgs13sn8e6327xtsa1,Infineon BGS13SN8E6327XTSA1,"cc_switch_a, cc_switch_b",base_product,2,0.2126,0.2126,0.4252,0.156,95.696,quantity-100,2,0.4252,20,4.252000000000001,10,,not_matched,,42.52,
hirose_ufl_r_smt_1_10,Hirose U.FL-R-SMT-1(80),five native/module microcoax mates / пять микрокоаксиальных точек,base_product,5,0.0823,0.0823,0.4115,0.151,95.847,quantity-100,5,0.4115,50,4.115,25,2.54,"in stock; (80) is the same Hirose U.FL receptacle and footprint as (10), with reel packaging as the only changed order presentation",C88374,41.15,
same_sky_cmej_0413_42_smt_tr,Same Sky CMEJ-0413-42-SMT-TR,microphone,base_product,1,0.3909,0.3909,0.3909,0.143,95.99,quantity-100,1,0.3909,10,3.9090000000000003,5,9.3156,pre_order,C3273679,39.09,
yageo_rc0402fr_07100kl,Yageo RC0402FR-07100KL,"aon_efuse_ovlo_bottom, audio_capture_local_bias_bottom, audio_capture_local_bias_top, audio_capture_mic_bias, audio_capture_rx_bias, audio_vmid_bottom, audio_vmid_top, c5_evidence_threshold_top, cc_evidence_threshold_top, charger_ilim_bottom, codec_ready_pulldown, fault_assert_sense_series, headset_absent_pulldown, headset_control_p1_pulldown, headset_control_p2_pulldown, headset_control_p3_pulldown, headset_control_p4_pulldown, headset_control_p5_pulldown, headset_control_p6_pulldown, headset_control_p7_pulldown, headset_mic_select_pullup, ir_evidence_threshold_top, ir_evidence_vref_top, main_en_pulldown, mic_tx_bias, nrf0_evidence_threshold_top, nrf1_evidence_threshold_top, nrf2_evidence_threshold_top, receiver_ready_pulldown, s3_evidence_threshold_top, safe_rearm_delay_res, si_audio_sum_bias, voice_audio_on_pulldown, voice_efuse_ovlo_bottom, voice_evidence_threshold_top, voice_rx_bias, voice_uart_rx_pulldown, voice_uart_tx_pulldown, voice_v_evidence_threshold_top, voice_v_uart_rx_pulldown",base_product,40,0.0097,0.0097,0.388,0.142,96.132,quantity-100,40,0.388,400,3.88,200,0.88,in_stock,C60491,38.800000000000004,
bourns_crm2512_fx_20r0elf,Bourns CRM2512-FX-20R0ELF,"pack_diag_res0, pack_diag_res1",base_product,2,0.184,0.184,0.368,0.135,96.267,quantity-100,2,0.368,20,3.6799999999999997,10,3.508,in_stock,C1848837,36.8,
diodes_pam8302a_aycr,Diodes Incorporated PAM8302AAYCR,speaker_amp,base_product,1,0.351,0.351,0.351,0.129,96.395,quantity-100,1,0.351,10,3.51,5,9.5301,pre_order,C4990730,35.099999999999994,
diodes_bat54_7_f,Diodes Incorporated BAT54-7-F,"cc_evidence_hold_diode, nrf_evidence_hold_diode, pack_system_diode, voice_evidence_hold_diode, voice_v_evidence_hold_diode",base_product,5,0.0698,0.0698,0.349,0.128,96.523,quantity-100,5,0.349,50,3.4899999999999998,25,0.8875,in_stock,C106920,34.9,
ti_txs0102_dcur,Texas Instruments TXS0102DCUR,unit_signal_iso,base_product,1,0.348,0.348,0.348,0.127,96.651,quantity-100,1,0.348,10,3.4799999999999995,5,1.137,in_stock,C53434,34.8,
vishay_tnpw040243k7beed,Vishay TNPW040243K7BEED,main_fb_top,base_product,1,0.3475,0.3475,0.3475,0.127,96.778,quantity-100,1,0.3475,10,3.4749999999999996,5,8.9568,pre_order,C4056533,34.75,
hirose_df40c_2_0_40ds_0_4v_51,Hirose DF40C(2.0)-40DS-0.4V(51),display_connector,base_product,1,0.3428,0.3428,0.3428,0.126,96.904,quantity-100,1,0.3428,10,3.428,5,2.7695,in stock; the (51) suffix changes only factory reel quantity from the former (58) order code,C597934,34.28,
abracon_abm8_26mhz_10_d_1_g_t,Abracon ABM8-26.000MHZ-10-D-1-G-T,cc_crystal,base_product,1,0.3257,0.3257,0.3257,0.119,97.023,quantity-100,1,0.3257,10,3.2569999999999997,5,2.493,in_stock,C1985475,32.57,
nexperia_74lvc2g14gv_125,"74LVC2G14GV,125",two stocked dual Schmitt inverters / два складских двойных Schmitt-инвертора,base_product,2,0.16,0.16,0.32,0.117,97.14,quantity-100,2,0.32,20,3.2,10,2.01,in stock for the complete ten-piece trial requirement,C426708,32.0,
murata_grm31c5c1h224je02l,Murata GRM31C5C1H224JE02L,pack_diag_timer_cap,base_product,1,0.3198,0.3198,0.3198,0.117,97.257,quantity-100,1,0.3198,10,3.1979999999999995,5,1.8095,in_stock,C464977,31.979999999999997,
murata_grm21br71e225ke11l,Murata GRM21BR71E225KE11L,"ext_input_cap, ext_output_cap, safe_rearm_delay_cap, unit_input_cap, unit_output_cap",base_product,5,0.0612,0.0612,0.306,0.112,97.369,quantity-100,5,0.306,50,3.06,25,1.7688,in_stock,C77081,30.599999999999998,
abracon_aota_b201610s3r3_101_t,Abracon AOTA-B201610S3R3-101-T,rp_vreg_inductor,base_product,2,0.1512,0.1512,0.3024,0.111,97.48,quantity-100,2,0.3024,20,3.024,10,1.427,in_stock,C42411119,30.240000000000002,
everest_es8311_qfn20,Everest Semiconductor ES8311,codec,base_product,1,0.3024,0.3024,0.3024,0.111,97.591,quantity-100,1,0.3024,10,3.024,5,2.761,in_stock,C962342,30.240000000000002,
onsemi_bat54alt1g,BAT54ALT1G,"evidence_or_0, evidence_or_1, evidence_or_2, evidence_or_3, evidence_or_4",base_product,5,0.0577,0.057699999999999994,0.2885,0.106,97.697,quantity-100,5,0.2885,50,2.885,25,0.9338,in_stock,C92068,28.849999999999998,
ti_sn74lvc3g34_dcur,SN74LVC3G34DCUR,sd_host_buffer,base_product,1,0.2616,0.2616,0.2616,0.096,97.792,quantity-100,1,0.2616,10,2.616,5,2.631,in_stock,C130024,26.16,
murata_gjm1555c1h150jb01d,Murata GJM1555C1H150JB01D,"cc_crystal_load_q1, cc_crystal_load_q2, rp_clock_load_xin, rp_clock_load_xout",base_product,6,0.0392,0.0392,0.2352,0.086,97.879,quantity-100,6,0.2352,60,2.352,30,0.8484,in_stock,C88877,23.52,
ti_sn74lvc1g126_dckr,Texas Instruments SN74LVC1G126DCKR,"codec_i2s_bclk_iso, codec_i2s_din_iso, codec_i2s_dout_iso, codec_i2s_ws_iso",base_product,4,0.0546,0.0546,0.2184,0.08,97.959,quantity-100,4,0.2184,40,2.184,20,2.4548,in_stock,C88039,21.84,
epson_q13fc13500005,Seiko Epson Q13FC13500005,receiver_clock,base_product,1,0.2154,0.2154,0.2154,0.079,98.038,quantity-100,1,0.2154,10,2.154,5,1.3205,in_stock,C841881,21.54,
murata_grm188r71e474ka12d,Murata GRM188R71E474KA12D,"pack_aoldo_cap, pack_cp_cap, pack_reg2_cap, pack_reg3_cap",base_product,4,0.0496,0.0496,0.1984,0.073,98.11,quantity-100,4,0.1984,40,1.984,20,1.1256,in_stock,C77052,19.84,
ti_sn74lvc1g08_dckr,SN74LVC1G08DCKR,"cc_backup_gate, codec_i2s_din_boot_gate, ir_safe_gate, nrf_backup_gate",base_product,4,0.049,0.049,0.196,0.072,98.182,quantity-100,4,0.196,40,1.96,20,,not_matched,,19.6,
ti_sn74lvc1g74_dcur,SN74LVC1G74DCUR,safe_latch,base_product,1,0.1901,0.1901,0.1901,0.07,98.252,quantity-100,1,0.1901,10,1.9009999999999998,5,1.1945,in_stock,C70285,19.009999999999998,
murata_grm31cr71a226ke15l,Murata GRM31CR71A226KE15L,aon_output_cap,base_product,1,0.1884,0.1884,0.1884,0.069,98.321,quantity-100,1,0.1884,10,1.8840000000000001,5,1.6485,in_stock,C91604,18.84,
vishay_tnpw040210k0beed,Vishay TNPW040210K0BEED,main_fb_bottom,base_product,1,0.1812,0.1812,0.1812,0.066,98.387,quantity-100,1,0.1812,10,1.812,5,0.5894,in_stock,C844452,18.12,
murata_grm188z71a475me15d,Murata GRM188Z71A475ME15D,"ir_carrier_supply_cap, ir_demod_supply_cap",base_product,2,0.0899,0.0899,0.1798,0.066,98.453,quantity-100,2,0.1798,20,1.7979999999999998,10,1.0272,in_stock,C3835885,17.98,
murata_grm155r71a474ke01d,Murata GRM155R71A474KE01D,receiver_ami_coupling_cap,base_product,1,0.1771,0.1771,0.1771,0.065,98.518,quantity-100,1,0.1771,10,1.7710000000000001,5,0.1765,in_stock,C88946,17.71,
murata_blm18pg181sn1d,Murata BLM18PG181SN1D,"codec_avdd_bead, codec_dvdd_bead, speaker_output_bead_n, speaker_output_bead_p",base_product,4,0.0431,0.0431,0.1724,0.063,98.581,quantity-100,4,0.1724,40,1.724,20,0.453,in_stock,C82850,17.24,
diodes_dmn2056u_7,Diodes Incorporated DMN2056U-7,"backlight_mosfet, ir_tx_mosfet, pack_diag_switch",base_product,3,0.0562,0.0562,0.1686,0.062,98.643,quantity-100,3,0.1686,30,1.686,15,1.3224,in_stock,C332302,16.86,
murata_grm1555c1h121ja01d,Murata GRM1555C1H121JA01D,"cc_detector_filter, main_efuse_itimer_cap, nrf0_detector_filter, nrf1_detector_filter, nrf2_detector_filter, voice_detector_filter, voice_efuse_itimer_cap, voice_v_detector_filter",base_product,8,0.0197,0.0197,0.1576,0.058,98.7,quantity-100,8,0.1576,80,1.5759999999999998,40,8.9565,pre_order,C76949,15.76,
yageo_rc0402fr_071kl,Yageo RC0402FR-071KL,"c5_dbg_boot_series, c5_dbg_reset_series, c5_dbg_vtref_series, ext_evidence_input_series, pack_pckp_res, rp_clock_series, rp_dbg_boot_series, rp_dbg_reset_series, rp_dbg_vtref_series, s3_dbg_boot_series, s3_dbg_reset_series, s3_dbg_vtref_series",base_product,16,0.0097,0.0097,0.1552,0.057,98.757,quantity-100,16,0.1552,160,1.552,80,,not_matched,,15.52,
ti_sn74lvc1g06_dckr,Texas Instruments SN74LVC1G06DCKR,"safe_c5_reset_buffer, safe_reset_buffer",base_product,2,0.0749,0.0749,0.1498,0.055,98.812,quantity-100,2,0.1498,20,1.4979999999999998,10,2.0088,in_stock,C7828,14.979999999999999,
ti_sn74lvc1g17_dckr,SN74LVC1G17DCKR,safe_rearm_buffer,base_product,1,0.1434,0.1434,0.1434,0.053,98.865,quantity-100,1,0.1434,10,1.434,5,,not_matched,,14.34,
yageo_rc0402fr_073k32l,Yageo RC0402FR-073K32L,"encoder_a_pullup, encoder_b_pullup, ui_input_back_pullup, ui_input_encoder_pullup, ui_input_f1_pullup, ui_input_f2_pullup, ui_input_f3_pullup, ui_input_f4_pullup, ui_input_f5_pullup, ui_input_f6_pullup, ui_input_f7_pullup, ui_input_f8_pullup, ui_input_opt_pullup, voice_efuse_rilm",base_product,14,0.0097,0.0097,0.1358,0.05,98.914,quantity-100,14,0.1358,140,1.358,70,0.328,in_stock,C137993,13.58,
ti_sn74lvc1g3157_dbvr,Texas Instruments SN74LVC1G3157DBVR,audio_rx_mux,base_product,1,0.1301,0.1301,0.1301,0.048,98.962,quantity-100,1,0.1301,10,1.301,5,1.2555,in_stock,C10426,13.01,
yageo_rc0402fr_071ml,Yageo RC0402FR-071ML,"c5_evidence_hysteresis, c5_service_usb_vbus_bleeder, cc_evidence_hysteresis, fault_assert_backup_pulldown, ir_evidence_hysteresis, nrf0_evidence_hysteresis, nrf1_evidence_hysteresis, nrf2_evidence_hysteresis, rp_service_usb_vbus_bleeder, s3_evidence_hysteresis, voice_evidence_hysteresis, voice_v_evidence_hysteresis",base_product,13,0.0097,0.009699999999999999,0.1261,0.046,99.008,quantity-100,13,0.1261,130,1.261,65,0.2665,in_stock,C138033,12.61,
diodes_mmbt3904_7_f,Diodes Incorporated MMBT3904-7-F,"ext_pg_qualifier, voice_pg_qualifier",base_product,2,0.0597,0.0597,0.1194,0.044,99.052,quantity-100,2,0.1194,20,1.194,10,0.9555,in_stock,C94514,11.940000000000001,
yageo_rc0402fr_07220kl,Yageo RC0402FR-07220KL,"ext_buck_fb_top, pack_mid_adc_top0, pack_mid_adc_top1, pack_stack_adc_top0, pack_stack_adc_top1, pack_stack_adc_top2, pack_stack_adc_top3, pack_stack_adc_top4, u214_supervisor_sense_bottom, unit_supervisor_sense_bottom, voice_supervisor_sense_bottom",base_product,11,0.0097,0.0097,0.1067,0.039,99.091,quantity-100,11,0.1067,110,1.067,55,0.26,in_stock,C138030,10.67,
kemet_c0402c330j5gactu,KEMET C0402C330J5GACTU,"c5_detector_output_cap, ext_buck_ff_cap, main_ff_cap, s3_detector_output_cap, voice_ff_cap",base_product,5,0.0213,0.0213,0.1065,0.039,99.13,quantity-100,5,0.1065,50,1.065,25,1.3825,in_stock,C2649530,10.65,
nexperia_74lvc1g32gv_125,"74LVC1G32GV,125","ext_request_or, safe_ptt_or",base_product,2,0.0523,0.0523,0.1046,0.038,99.168,quantity-100,2,0.1046,20,1.046,10,1.8466,in_stock,C12517,10.459999999999999,
yageo_rc0402fr_0747kl,Yageo RC0402FR-0747KL,"aon_pg_pullup, ext_ovlo_bottom, ir_evidence_feedback, pack_admission_reset_pullup, power_command_pullup, safety_controller_reset_pullup, speaker_input_n_gain, speaker_input_p_gain, unit_ovlo_bottom, voice_supervisor_sense_top",base_product,10,0.0097,0.0097,0.097,0.036,99.204,quantity-100,10,0.097,100,0.97,50,0.2542,in_stock,C93943,9.700000000000001,
murata_lqg15hs10nj02d,Murata LQG15HS10NJ02D,"cc_315_l10_in, cc_315_l10_out, cc_868_915_l10",base_product,3,0.031,0.031,0.093,0.034,99.238,quantity-100,3,0.093,30,0.9299999999999999,15,0.46,in_stock,C77103,9.3,
uniroyal_0402wgf2201tce,UNI-ROYAL 0402WGF2201TCE,"c5_tx_led_series, cc_tx_led_series, codec_i2c_scl_pullup, codec_i2c_sda_pullup, codec_tx_atten_bottom, ext_tx_led_series, fault_led_series, headset_mic_bias_res, ir_tx_led_series, microphone_bias_res, nrf0_tx_led_series, nrf1_tx_led_series, nrf2_tx_led_series, pd_local_scl_pullup, pd_local_sda_pullup, receiver_i2c_scl_pullup, receiver_i2c_sda_pullup, s3_tx_led_series, sys_i2c_scl_pullup, sys_i2c_sda_pullup, u214_i2c_host_scl_pullup, u214_i2c_host_sda_pullup, voice_tx_led_series",base_product,23,0.0039,0.0039000000000000003,0.0897,0.033,99.271,quantity-100,23,0.0897,230,0.897,115,0.4485,in stock,C25879,8.97,
yageo_rc0402fr_075k1l,Yageo RC0402FR-075K1L,"c5_service_usb_cc1_rd, c5_service_usb_cc2_rd, rp_service_usb_cc1_rd, rp_service_usb_cc2_rd, voice_detector_series_attenuator, voice_v_detector_series_attenuator",base_product,8,0.0103,0.0103,0.0824,0.03,99.301,quantity-100,8,0.0824,80,0.8240000000000001,40,0.14,in_stock,C105872,8.24,
yageo_rt0402brd07191kl,Yageo RT0402BRD07191KL,main_efuse_ovlo_top,base_product,1,0.082,0.082,0.082,0.03,99.331,quantity-100,1,0.082,10,0.8200000000000001,5,8.976,pre_order,C852583,8.200000000000001,
murata_grm155r71h103ka88d,Murata GRM155R71H103KA88D,"codec_tx_filter, pack_admission_reset_cap, pack_mid_adc_filter, pack_stack_adc_filter, safety_controller_reset_cap, u214_supervisor_ct, unit_supervisor_ct, voice_supervisor_ct",base_product,8,0.0097,0.0097,0.0776,0.028,99.36,quantity-100,8,0.0776,80,0.776,40,0.5044,in_stock,C77019,7.76,
yageo_rc0402fr_07470rl,Yageo RC0402FR-07470RL,"c5_dbg0_series, c5_dbg1_series, rp_dbg0_series, rp_dbg1_series, s3_dbg0_series, s3_dbg1_series",base_product,8,0.0097,0.0097,0.0776,0.028,99.388,quantity-100,8,0.0776,80,0.776,40,0.164,in_stock,C114877,7.76,
murata_grm1555c1h221ja01d,Murata GRM1555C1H221JA01D,"pd_cc1_cap, pd_cc2_cap, speaker_output_cap_n, speaker_output_cap_p",base_product,4,0.0177,0.0177,0.0708,0.026,99.414,quantity-100,4,0.0708,40,0.708,20,0.147,in_stock,C71693,7.08,
panasonic_erj_p08f10r0v,Panasonic ERJ-P08F10R0V,pack_in_res,base_product,1,0.0689,0.0689,0.0689,0.025,99.439,quantity-100,1,0.0689,10,0.6890000000000001,5,0.4905,in_stock,C4064522,6.890000000000001,
yageo_rc0402fr_07100rl,Yageo RC0402FR-07100RL,"backlight_gate_series, charger_batp_res, ir_carrier_series, ir_carrier_supply_res, ir_demod_series, ir_demod_supply_res, ir_tx_gate_series",base_product,7,0.0097,0.0097,0.0679,0.025,99.464,quantity-100,7,0.0679,70,0.679,35,,not_matched,,6.79,
yageo_rt0402brd07100kl,Yageo RT0402BRD07100KL,main_efuse_ovlo_bottom,base_product,1,0.0646,0.0646,0.0646,0.024,99.488,quantity-100,1,0.0646,10,0.646,5,0.53,in_stock,C852472,6.460000000000001,
liteon_ltst_c190kfkt,LTST-C190KFKT,fault_led,base_product,1,0.0637,0.0637,0.0637,0.023,99.511,quantity-100,1,0.0637,10,0.637,5,0.476,in_stock,C157740,6.370000000000001,
panasonic_erj_2rkf27r0x,Panasonic ERJ-2RKF27R0X,"rp_service_usb_dm_series, rp_service_usb_dp_series",base_product,4,0.0155,0.0155,0.062,0.023,99.534,quantity-100,4,0.062,40,0.62,20,0.092,in_stock,C413051,6.2,
murata_grm188r71e224ka88d,Murata GRM188R71E224KA88D,"ext_itimer_cap, unit_itimer_cap",base_product,2,0.0306,0.0306,0.0612,0.022,99.556,quantity-100,2,0.0612,20,0.612,10,0.502,in_stock,C77051,6.12,
ti_sn74lvc1g125_dckr,Texas Instruments SN74LVC1G125DCKR,sd_miso_buffer,base_product,1,0.0583,0.0583,0.0583,0.021,99.578,quantity-100,1,0.0583,10,0.583,5,1.0791,in_stock,C7833,5.83,
yageo_rc0603fr_071kl,Yageo RC0603FR-071KL,"ext_bleeder, ptt_series, sd_detect_series, unit_bleeder",base_product,4,0.0122,0.0122,0.0488,0.018,99.595,quantity-100,4,0.0488,40,0.48800000000000004,20,0.156,in_stock,C22548,4.88,
yageo_rc0402fr_07169kl,Yageo RC0402FR-07169KL,"ext_ovlo_top, pack_diag_timer_res, pack_mid_adc_bottom, pack_stack_adc_bottom, unit_ovlo_top",base_product,5,0.0097,0.0097,0.0485,0.018,99.613,quantity-100,5,0.0485,50,0.485,25,0.077,in_stock,C327367,4.8500000000000005,
yageo_rc0402fr_0749r9l,Yageo RC0402FR-0749R9L,"c5_rf_coupler_termination, nrf0_coupler_termination, nrf1_coupler_termination, nrf2_coupler_termination, s3_rf_coupler_termination",base_product,5,0.0097,0.0097,0.0485,0.018,99.631,quantity-100,5,0.0485,50,0.485,25,0.1435,in_stock,C87044,4.8500000000000005,
yageo_rc0402fr_0752r3l,Yageo RC0402FR-0752R3L,"nrf0_detector_match, nrf1_detector_match, nrf2_detector_match, voice_detector_match, voice_v_detector_match",base_product,5,0.0097,0.0097,0.0485,0.018,99.649,quantity-100,5,0.0485,50,0.485,25,0.051,in_stock,C273696,4.8500000000000005,
onsemi_bav70lt1g,onsemi BAV70LT1G,pack_supply_or,base_product,1,0.046,0.046,0.046,0.017,99.666,quantity-100,1,0.046,10,0.45999999999999996,5,0.134,in_stock,C82479,4.6,
murata_lqw15an56ng00d,Murata LQW15AN56NG00D,receiver_fmi_match_inductor,base_product,1,0.0447,0.0447,0.0447,0.016,99.682,quantity-100,1,0.0447,10,0.44699999999999995,5,0.2235,in stock; G tightens the inductance tolerance from +/-5% to +/-2% without changing the 0402 body or RF limits,C167482,4.47,
sunlord_wpn201612h2r2mt,Sunlord WPN201612H2R2MT,aon_inductor,base_product,1,0.0426,0.0426,0.0426,0.016,99.698,quantity-100,1,0.0426,10,0.426,5,0.4653,in_stock,C97025,4.26,
seeed_1125r_smt_4p,1125R-SMT-4P,unit_connector,base_product,1,0.042,0.042,0.042,0.015,99.713,quantity-100,1,0.042,10,0.42000000000000004,5,,not_matched,,4.2,
murata_gjm1555c1h100jb01d,Murata GJM1555C1H100JB01D,cc_433_shunt_c10p,base_product,1,0.0417,0.0417,0.0417,0.015,99.728,quantity-100,1,0.0417,10,0.41700000000000004,5,0.28,in_stock,C85874,4.17,
murata_grm155r71h472ka01d,Murata GRM155R71H472KA01D,"ext_dvdt_cap, main_efuse_dvdt_cap, unit_dvdt_cap, voice_efuse_dvdt_cap",base_product,4,0.0098,0.0098,0.0392,0.014,99.743,quantity-100,4,0.0392,40,0.392,20,0.339,in_stock,C77024,3.92,
yageo_rc0402fr_0768kl,Yageo RC0402FR-0768KL,"ext_pg_base_res, voice_efuse_pg_top, voice_fb_top, voice_pg_base_res",base_product,4,0.0097,0.0097,0.0388,0.014,99.757,quantity-100,4,0.0388,40,0.388,20,0.114,in_stock,C137947,3.88,
murata_gjm1555c1hr47bb01d,Murata GJM1555C1HR47BB01D,cc_detector_tap_cap,base_product,1,0.0346,0.0346,0.0346,0.013,99.77,quantity-100,1,0.0346,10,0.346,5,8.9569,pre_order,C2168943,3.46,
murata_gjm1555c1h1r2bb01d,Murata GJM1555C1H1R2BB01D,cc_match_c1p2,base_product,1,0.031,0.031,0.031,0.011,99.781,quantity-100,1,0.031,10,0.31,5,0.586,in_stock,C72135,3.1,
murata_gjm1555c1hr60bb01d,Murata GJM1555C1HR60BB01D,cc_rf_diff_cap,base_product,1,0.031,0.031,0.031,0.011,99.792,quantity-100,1,0.031,10,0.31,5,0.372,in_stock,C76913,3.1,
murata_lqg15hs15nj02d,Murata LQG15HS15NJ02D,cc_433_l15,base_product,1,0.031,0.031,0.031,0.011,99.804,quantity-100,1,0.031,10,0.31,5,0.406,in_stock,C86059,3.1,
murata_lqg15hs2n2s02d,Murata LQG15HS2N2S02D,cc_output_l2n2,base_product,1,0.031,0.031,0.031,0.011,99.815,quantity-100,1,0.031,10,0.31,5,0.364,in_stock,C86061,3.1,
murata_lqg15hs3n3s02d,Murata LQG15HS3N3S02D,cc_match_l3n3,base_product,1,0.031,0.031,0.031,0.011,99.826,quantity-100,1,0.031,10,0.31,5,0.39,in_stock,C86064,3.1,
murata_lqg15hs3n6s02d,Murata LQG15HS3N6S02D,cc_315_shunt_l3n6,base_product,1,0.031,0.031,0.031,0.011,99.838,quantity-100,1,0.031,10,0.31,5,0.614,in_stock,C19216,3.1,
murata_lqg15hs6n8j02d,Murata LQG15HS6N8J02D,cc_match_l6n8,base_product,1,0.031,0.031,0.031,0.011,99.849,quantity-100,1,0.031,10,0.31,5,0.356,in_stock,C77110,3.1,
